survey_id,employee_id,department,level,survey_date,survey_quarter,engagement_score,manager_score,growth_score,worklife_score,belonging_score,overall_score,free_text_comment
SRV-02-EMP-00758,EMP-00758,Customer Success,Senior,2025-06-15,Q2 2025,3,3,2,3,3,2.8,My skills are not being utilized effectively.
SRV-02-EMP-04846,EMP-04846,HR,Senior,2025-06-15,Q2 2025,5,5,4,4,5,4.6,Good opportunities for learning and development here.
SRV-02-EMP-00636,EMP-00636,Engineering,IC2,2025-06-15,Q2 2025,5,5,5,5,5,5.0,I feel empowered to make decisions in my role.
SRV-02-EMP-01145,EMP-01145,Product,IC1,2025-06-15,Q2 2025,3,4,4,3,3,3.4,The office setup is adequate for my needs.
SRV-02-EMP-01621,EMP-01621,Engineering,Senior,2025-06-15,Q2 2025,4,4,3,4,4,3.8,Workload is manageable but could be better distributed.
SRV-02-EMP-00179,EMP-00179,Engineering,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-03892,EMP-03892,Operations,Manager,2025-06-15,Q2 2025,5,4,4,4,4,4.2,The work-life balance has improved significantly this quarter.
SRV-02-EMP-00987,EMP-00987,Customer Success,Manager,2025-06-15,Q2 2025,4,4,4,4,3,3.8,
SRV-02-EMP-02796,EMP-02796,Finance,Senior,2025-06-15,Q2 2025,5,5,4,4,5,4.6,The work-life balance has improved significantly this quarter.
SRV-02-EMP-02049,EMP-02049,Engineering,IC1,2025-06-15,Q2 2025,4,4,4,4,3,3.8,Meetings take up too much time some weeks.
SRV-02-EMP-01127,EMP-01127,Engineering,IC2,2025-06-15,Q2 2025,5,5,4,5,5,4.8,The new tools and processes have made my job easier.
SRV-02-EMP-04279,EMP-04279,Product,IC2,2025-06-15,Q2 2025,4,4,4,4,3,3.8,Workload is manageable but could be better distributed.
SRV-02-EMP-04596,EMP-04596,Product,Manager,2025-06-15,Q2 2025,4,5,3,4,3,3.8,Things are okay. Nothing major to report.
SRV-02-EMP-01923,EMP-01923,Product,Senior,2025-06-15,Q2 2025,4,5,4,4,4,4.2,My manager supports my growth and gives clear feedback.
SRV-02-EMP-03212,EMP-03212,Marketing,Senior,2025-06-15,Q2 2025,4,5,4,4,4,4.2,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-02991,EMP-02991,Engineering,Senior,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Training opportunities exist but are hard to find time for.
SRV-02-EMP-03337,EMP-03337,Engineering,IC1,2025-06-15,Q2 2025,3,3,3,2,3,2.8,Cross-team collaboration is broken. Too many silos.
SRV-02-EMP-00116,EMP-00116,Marketing,IC1,2025-06-15,Q2 2025,4,4,4,4,5,4.2,
SRV-02-EMP-00441,EMP-00441,Product,IC1,2025-06-15,Q2 2025,4,5,4,4,5,4.4,The work-life balance has improved significantly this quarter.
SRV-02-EMP-03593,EMP-03593,Marketing,IC2,2025-06-15,Q2 2025,2,3,3,3,2,2.6,
SRV-02-EMP-04159,EMP-04159,Product,Manager,2025-06-15,Q2 2025,4,4,5,4,3,4.0,
SRV-02-EMP-00267,EMP-00267,Engineering,IC1,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Overall satisfied but see room for improvement.
SRV-02-EMP-03900,EMP-03900,Marketing,Senior,2025-06-15,Q2 2025,4,5,5,5,5,4.8,
SRV-02-EMP-04076,EMP-04076,Marketing,IC1,2025-06-15,Q2 2025,4,5,4,4,5,4.4,
SRV-02-EMP-00693,EMP-00693,Operations,IC2,2025-06-15,Q2 2025,3,3,3,3,4,3.2,
SRV-02-EMP-02211,EMP-02211,Sales,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Company culture is supportive and inclusive.
SRV-02-EMP-00332,EMP-00332,Engineering,Manager,2025-06-15,Q2 2025,5,5,4,5,4,4.6,Excellent mentorship opportunities within the department.
SRV-02-EMP-03031,EMP-03031,Product,IC2,2025-06-15,Q2 2025,4,5,4,5,4,4.4,
SRV-02-EMP-00894,EMP-00894,Engineering,IC2,2025-06-15,Q2 2025,5,5,5,5,5,5.0,Strong alignment between team goals and company mission.
SRV-02-EMP-04190,EMP-04190,Product,IC2,2025-06-15,Q2 2025,5,5,5,4,5,4.8,The work-life balance has improved significantly this quarter.
SRV-02-EMP-02100,EMP-02100,Engineering,Senior,2025-06-15,Q2 2025,4,3,4,3,4,3.6,Things are okay. Nothing major to report.
SRV-02-EMP-04202,EMP-04202,Sales,Senior,2025-06-15,Q2 2025,3,4,3,4,4,3.6,
SRV-02-EMP-02674,EMP-02674,Engineering,Senior,2025-06-15,Q2 2025,4,5,4,4,3,4.0,Strong alignment between team goals and company mission.
SRV-02-EMP-04999,EMP-04999,Product,IC1,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Things are okay. Nothing major to report.
SRV-02-EMP-03681,EMP-03681,Customer Success,Manager,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Things are okay. Nothing major to report.
SRV-02-EMP-04366,EMP-04366,HR,Senior,2025-06-15,Q2 2025,4,5,4,4,4,4.2,My manager supports my growth and gives clear feedback.
SRV-02-EMP-00466,EMP-00466,Engineering,Senior,2025-06-15,Q2 2025,5,4,3,4,4,4.0,
SRV-02-EMP-03639,EMP-03639,Marketing,Manager,2025-06-15,Q2 2025,4,3,3,2,4,3.2,
SRV-02-EMP-02418,EMP-02418,Product,IC2,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Some processes could be streamlined.
SRV-02-EMP-01943,EMP-01943,Product,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-02-EMP-01226,EMP-01226,Product,Senior,2025-06-15,Q2 2025,4,5,4,5,4,4.4,Company culture is supportive and inclusive.
SRV-02-EMP-04547,EMP-04547,HR,IC2,2025-06-15,Q2 2025,5,5,4,5,5,4.8,Company culture is supportive and inclusive.
SRV-02-EMP-03015,EMP-03015,Finance,IC1,2025-06-15,Q2 2025,4,5,5,4,4,4.4,Strong alignment between team goals and company mission.
SRV-02-EMP-04936,EMP-04936,Customer Success,Manager,2025-06-15,Q2 2025,4,4,3,5,4,4.0,
SRV-02-EMP-00015,EMP-00015,Sales,IC1,2025-06-15,Q2 2025,5,5,5,5,4,4.8,Company culture is supportive and inclusive.
SRV-02-EMP-01853,EMP-01853,Sales,IC1,2025-06-15,Q2 2025,3,3,4,3,3,3.2,
SRV-02-EMP-02765,EMP-02765,Operations,Manager,2025-06-15,Q2 2025,4,4,3,4,4,3.8,The office setup is adequate for my needs.
SRV-02-EMP-01452,EMP-01452,Marketing,IC2,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Meetings take up too much time some weeks.
SRV-02-EMP-00981,EMP-00981,Operations,Senior,2025-06-15,Q2 2025,4,4,3,4,4,3.8,Benefits are competitive but not exceptional.
SRV-02-EMP-02717,EMP-02717,Operations,Manager,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Overall satisfied but see room for improvement.
SRV-02-EMP-00773,EMP-00773,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,5,4,4.4,Company culture is supportive and inclusive.
SRV-02-EMP-01057,EMP-01057,Marketing,IC2,2025-06-15,Q2 2025,4,4,3,3,4,3.6,Things are okay. Nothing major to report.
SRV-02-EMP-00111,EMP-00111,Product,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,
SRV-02-EMP-01015,EMP-01015,Sales,IC2,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Communication between teams could improve.
SRV-02-EMP-00333,EMP-00333,Sales,IC1,2025-06-15,Q2 2025,4,4,3,4,4,3.8,
SRV-02-EMP-03987,EMP-03987,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,5,4.4,The new tools and processes have made my job easier.
SRV-02-EMP-00412,EMP-00412,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,5,4,4.4,The work-life balance has improved significantly this quarter.
SRV-02-EMP-04607,EMP-04607,Engineering,IC2,2025-06-15,Q2 2025,4,4,4,5,3,4.0,
SRV-02-EMP-04531,EMP-04531,Customer Success,IC2,2025-06-15,Q2 2025,3,3,4,4,3,3.4,Some processes could be streamlined.
SRV-02-EMP-02602,EMP-02602,Sales,Manager,2025-06-15,Q2 2025,3,3,3,4,3,3.2,
SRV-02-EMP-02638,EMP-02638,Operations,IC1,2025-06-15,Q2 2025,3,4,3,3,3,3.2,The office setup is adequate for my needs.
SRV-02-EMP-04007,EMP-04007,Operations,Senior,2025-06-15,Q2 2025,3,4,3,4,3,3.4,Things are okay. Nothing major to report.
SRV-02-EMP-00780,EMP-00780,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,Good opportunities for learning and development here.
SRV-02-EMP-02220,EMP-02220,Finance,Senior,2025-06-15,Q2 2025,4,4,3,3,4,3.6,The office setup is adequate for my needs.
SRV-02-EMP-00889,EMP-00889,Operations,IC2,2025-06-15,Q2 2025,4,5,4,4,5,4.4,
SRV-02-EMP-03602,EMP-03602,Product,IC2,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Meetings take up too much time some weeks.
SRV-02-EMP-00603,EMP-00603,Customer Success,Manager,2025-06-15,Q2 2025,5,5,4,5,5,4.8,I feel valued and my contributions are recognized.
SRV-02-EMP-04800,EMP-04800,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,5,4,4.4,
SRV-02-EMP-00611,EMP-00611,Marketing,IC1,2025-06-15,Q2 2025,4,4,3,3,4,3.6,
SRV-02-EMP-01258,EMP-01258,Marketing,Senior,2025-06-15,Q2 2025,4,5,3,4,4,4.0,
SRV-02-EMP-01912,EMP-01912,Engineering,Manager,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Benefits are competitive but not exceptional.
SRV-02-EMP-04324,EMP-04324,Sales,Senior,2025-06-15,Q2 2025,4,5,5,4,5,4.6,My manager supports my growth and gives clear feedback.
SRV-02-EMP-02157,EMP-02157,Engineering,Senior,2025-06-15,Q2 2025,4,4,3,3,3,3.4,
SRV-02-EMP-04941,EMP-04941,Sales,Senior,2025-06-15,Q2 2025,4,3,3,2,4,3.2,Training opportunities exist but are hard to find time for.
SRV-02-EMP-04315,EMP-04315,Operations,Senior,2025-06-15,Q2 2025,3,4,3,3,4,3.4,Workload is manageable but could be better distributed.
SRV-02-EMP-03998,EMP-03998,Engineering,Manager,2025-06-15,Q2 2025,4,5,4,5,4,4.4,My manager supports my growth and gives clear feedback.
SRV-02-EMP-02493,EMP-02493,Customer Success,Manager,2025-06-15,Q2 2025,4,4,5,5,4,4.4,The work-life balance has improved significantly this quarter.
SRV-02-EMP-03647,EMP-03647,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,The work-life balance has improved significantly this quarter.
SRV-02-EMP-01392,EMP-01392,Sales,Senior,2025-06-15,Q2 2025,4,4,3,3,4,3.6,Training opportunities exist but are hard to find time for.
SRV-02-EMP-01613,EMP-01613,HR,Senior,2025-06-15,Q2 2025,3,3,3,3,4,3.2,
SRV-02-EMP-03872,EMP-03872,Sales,IC2,2025-06-15,Q2 2025,5,4,4,4,4,4.2,I feel valued and my contributions are recognized.
SRV-02-EMP-04855,EMP-04855,Marketing,IC1,2025-06-15,Q2 2025,3,3,3,3,4,3.2,Some processes could be streamlined.
SRV-02-EMP-03231,EMP-03231,Product,IC2,2025-06-15,Q2 2025,5,5,5,3,4,4.4,I feel empowered to make decisions in my role.
SRV-02-EMP-01042,EMP-01042,Sales,IC2,2025-06-15,Q2 2025,4,3,4,4,4,3.8,
SRV-02-EMP-01983,EMP-01983,Sales,IC1,2025-06-15,Q2 2025,3,3,3,4,3,3.2,Training opportunities exist but are hard to find time for.
SRV-02-EMP-04658,EMP-04658,Customer Success,Senior,2025-06-15,Q2 2025,3,3,2,3,3,2.8,Career growth feels stagnant. No clear path forward.
SRV-02-EMP-03774,EMP-03774,Engineering,IC1,2025-06-15,Q2 2025,5,4,3,4,5,4.2,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-01961,EMP-01961,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,Strong alignment between team goals and company mission.
SRV-02-EMP-04416,EMP-04416,Product,IC2,2025-06-15,Q2 2025,5,5,4,5,4,4.6,Good opportunities for learning and development here.
SRV-02-EMP-04275,EMP-04275,Engineering,IC1,2025-06-15,Q2 2025,4,4,5,5,5,4.6,
SRV-02-EMP-03114,EMP-03114,Operations,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Strong alignment between team goals and company mission.
SRV-02-EMP-00053,EMP-00053,Sales,IC1,2025-06-15,Q2 2025,3,4,3,4,3,3.4,Some processes could be streamlined.
SRV-02-EMP-04436,EMP-04436,Product,IC1,2025-06-15,Q2 2025,4,4,3,3,4,3.6,
SRV-02-EMP-01615,EMP-01615,Engineering,Manager,2025-06-15,Q2 2025,5,4,5,5,5,4.8,Company culture is supportive and inclusive.
SRV-02-EMP-01008,EMP-01008,Operations,IC2,2025-06-15,Q2 2025,3,4,4,3,4,3.6,
SRV-02-EMP-00160,EMP-00160,Product,IC2,2025-06-15,Q2 2025,3,4,4,4,4,3.8,Meetings take up too much time some weeks.
SRV-02-EMP-04335,EMP-04335,Marketing,Senior,2025-06-15,Q2 2025,4,4,3,3,4,3.6,Meetings take up too much time some weeks.
SRV-02-EMP-01050,EMP-01050,Product,Manager,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Benefits are competitive but not exceptional.
SRV-02-EMP-02919,EMP-02919,Marketing,IC2,2025-06-15,Q2 2025,3,4,4,3,4,3.6,Benefits are competitive but not exceptional.
SRV-02-EMP-00224,EMP-00224,Operations,IC1,2025-06-15,Q2 2025,4,4,4,4,3,3.8,
SRV-02-EMP-00287,EMP-00287,Sales,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Company culture is supportive and inclusive.
SRV-02-EMP-00373,EMP-00373,Engineering,IC1,2025-06-15,Q2 2025,3,4,3,3,4,3.4,Benefits are competitive but not exceptional.
SRV-02-EMP-01599,EMP-01599,Sales,IC2,2025-06-15,Q2 2025,5,5,5,4,5,4.8,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-01823,EMP-01823,Sales,IC2,2025-06-15,Q2 2025,4,4,3,3,3,3.4,Meetings take up too much time some weeks.
SRV-02-EMP-04235,EMP-04235,HR,IC2,2025-06-15,Q2 2025,5,5,5,5,5,5.0,I feel valued and my contributions are recognized.
SRV-02-EMP-02298,EMP-02298,Engineering,IC2,2025-06-15,Q2 2025,4,3,3,4,3,3.4,
SRV-02-EMP-02967,EMP-02967,Customer Success,IC1,2025-06-15,Q2 2025,4,5,4,5,4,4.4,The work-life balance has improved significantly this quarter.
SRV-02-EMP-03068,EMP-03068,Marketing,IC1,2025-06-15,Q2 2025,4,3,3,4,4,3.6,
SRV-02-EMP-01006,EMP-01006,Marketing,IC1,2025-06-15,Q2 2025,3,4,3,3,3,3.2,The office setup is adequate for my needs.
SRV-02-EMP-03298,EMP-03298,Customer Success,Senior,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Things are okay. Nothing major to report.
SRV-02-EMP-00843,EMP-00843,Product,IC2,2025-06-15,Q2 2025,4,4,3,4,4,3.8,Some processes could be streamlined.
SRV-02-EMP-04219,EMP-04219,Product,IC2,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Things are okay. Nothing major to report.
SRV-02-EMP-04013,EMP-04013,Sales,Senior,2025-06-15,Q2 2025,4,4,4,4,3,3.8,
SRV-02-EMP-03366,EMP-03366,Product,Senior,2025-06-15,Q2 2025,4,4,3,4,4,3.8,The office setup is adequate for my needs.
SRV-02-EMP-02603,EMP-02603,HR,Senior,2025-06-15,Q2 2025,2,4,3,3,3,3.0,Some processes could be streamlined.
SRV-02-EMP-03235,EMP-03235,Finance,Manager,2025-06-15,Q2 2025,4,4,4,4,4,4.0,
SRV-02-EMP-03665,EMP-03665,Operations,IC2,2025-06-15,Q2 2025,4,3,4,3,4,3.6,
SRV-02-EMP-03418,EMP-03418,Marketing,IC1,2025-06-15,Q2 2025,5,5,5,4,4,4.6,Good opportunities for learning and development here.
SRV-02-EMP-02143,EMP-02143,Engineering,IC1,2025-06-15,Q2 2025,5,5,4,5,5,4.8,I feel empowered to make decisions in my role.
SRV-02-EMP-04611,EMP-04611,Operations,Manager,2025-06-15,Q2 2025,4,4,4,4,4,4.0,The new tools and processes have made my job easier.
SRV-02-EMP-03643,EMP-03643,Customer Success,IC2,2025-06-15,Q2 2025,3,4,3,4,4,3.6,
SRV-02-EMP-02205,EMP-02205,Sales,IC2,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Meetings take up too much time some weeks.
SRV-02-EMP-02771,EMP-02771,Operations,IC2,2025-06-15,Q2 2025,3,3,3,2,3,2.8,Compensation does not match market rates for my role.
SRV-02-EMP-01372,EMP-01372,Operations,IC1,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-00630,EMP-00630,Marketing,IC1,2025-06-15,Q2 2025,3,3,3,4,4,3.4,Would appreciate more clarity on career progression.
SRV-02-EMP-02883,EMP-02883,HR,IC2,2025-06-15,Q2 2025,4,3,3,4,4,3.6,Benefits are competitive but not exceptional.
SRV-02-EMP-01815,EMP-01815,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,5,5,4.6,
SRV-02-EMP-00586,EMP-00586,Marketing,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-02-EMP-01089,EMP-01089,Finance,IC2,2025-06-15,Q2 2025,4,5,4,3,5,4.2,My manager supports my growth and gives clear feedback.
SRV-02-EMP-01564,EMP-01564,Sales,IC1,2025-06-15,Q2 2025,3,5,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-02-EMP-00393,EMP-00393,HR,IC1,2025-06-15,Q2 2025,4,4,5,4,4,4.2,
SRV-02-EMP-03167,EMP-03167,Sales,IC2,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-00793,EMP-00793,Finance,IC2,2025-06-15,Q2 2025,3,4,4,3,4,3.6,Training opportunities exist but are hard to find time for.
SRV-02-EMP-02816,EMP-02816,Operations,IC1,2025-06-15,Q2 2025,4,5,4,3,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-00650,EMP-00650,Operations,IC1,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-04498,EMP-04498,Customer Success,IC1,2025-06-15,Q2 2025,3,5,4,3,4,3.8,Training opportunities exist but are hard to find time for.
SRV-02-EMP-01356,EMP-01356,Sales,Senior,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Benefits are competitive but not exceptional.
SRV-02-EMP-00764,EMP-00764,Engineering,Manager,2025-06-15,Q2 2025,4,3,3,5,4,3.8,Meetings take up too much time some weeks.
SRV-02-EMP-00505,EMP-00505,HR,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,The new tools and processes have made my job easier.
SRV-02-EMP-04233,EMP-04233,Marketing,IC1,2025-06-15,Q2 2025,3,3,3,4,4,3.4,
SRV-02-EMP-04061,EMP-04061,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,5,4.4,I feel empowered to make decisions in my role.
SRV-02-EMP-02956,EMP-02956,Customer Success,IC2,2025-06-15,Q2 2025,3,3,2,2,2,2.4,Recent organizational changes have created confusion.
SRV-02-EMP-03409,EMP-03409,Engineering,IC1,2025-06-15,Q2 2025,5,5,5,4,5,4.8,I feel empowered to make decisions in my role.
SRV-02-EMP-03961,EMP-03961,Engineering,IC1,2025-06-15,Q2 2025,3,4,3,4,4,3.6,
SRV-02-EMP-03295,EMP-03295,Sales,IC2,2025-06-15,Q2 2025,4,3,4,4,4,3.8,Would appreciate more clarity on career progression.
SRV-02-EMP-02520,EMP-02520,Product,Manager,2025-06-15,Q2 2025,5,4,4,5,4,4.4,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-02435,EMP-02435,Customer Success,IC2,2025-06-15,Q2 2025,3,4,4,4,4,3.8,
SRV-02-EMP-03819,EMP-03819,Product,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,Strong alignment between team goals and company mission.
SRV-02-EMP-00387,EMP-00387,Marketing,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Company culture is supportive and inclusive.
SRV-02-EMP-01647,EMP-01647,Product,Manager,2025-06-15,Q2 2025,4,5,4,4,4,4.2,My manager supports my growth and gives clear feedback.
SRV-02-EMP-00181,EMP-00181,Finance,IC1,2025-06-15,Q2 2025,4,5,3,4,5,4.2,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-00208,EMP-00208,Customer Success,IC2,2025-06-15,Q2 2025,3,3,3,3,3,3.0,The office setup is adequate for my needs.
SRV-02-EMP-04474,EMP-04474,Engineering,Senior,2025-06-15,Q2 2025,5,5,5,5,5,5.0,I feel empowered to make decisions in my role.
SRV-02-EMP-00585,EMP-00585,Engineering,IC2,2025-06-15,Q2 2025,5,5,4,4,4,4.4,My manager supports my growth and gives clear feedback.
SRV-02-EMP-04806,EMP-04806,HR,IC1,2025-06-15,Q2 2025,4,5,3,3,4,3.8,
SRV-02-EMP-01899,EMP-01899,Product,IC1,2025-06-15,Q2 2025,4,4,4,5,4,4.2,I feel valued and my contributions are recognized.
SRV-02-EMP-04579,EMP-04579,Product,Manager,2025-06-15,Q2 2025,3,3,3,2,3,2.8,
SRV-02-EMP-00222,EMP-00222,Product,Senior,2025-06-15,Q2 2025,4,5,4,4,5,4.4,
SRV-02-EMP-01671,EMP-01671,Operations,Manager,2025-06-15,Q2 2025,3,3,3,3,4,3.2,Training opportunities exist but are hard to find time for.
SRV-02-EMP-04757,EMP-04757,Product,Senior,2025-06-15,Q2 2025,4,4,3,2,4,3.4,
SRV-02-EMP-00682,EMP-00682,Product,Senior,2025-06-15,Q2 2025,5,4,4,4,4,4.2,My manager supports my growth and gives clear feedback.
SRV-02-EMP-00100,EMP-00100,HR,IC1,2025-06-15,Q2 2025,5,4,4,4,5,4.4,Strong alignment between team goals and company mission.
SRV-02-EMP-01302,EMP-01302,Product,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,
SRV-02-EMP-01872,EMP-01872,Sales,Senior,2025-06-15,Q2 2025,5,5,4,4,4,4.4,Good opportunities for learning and development here.
SRV-02-EMP-02613,EMP-02613,Product,IC1,2025-06-15,Q2 2025,4,5,4,5,5,4.6,
SRV-02-EMP-02598,EMP-02598,Engineering,Manager,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-02959,EMP-02959,Engineering,IC2,2025-06-15,Q2 2025,4,5,5,5,5,4.8,I feel empowered to make decisions in my role.
SRV-02-EMP-01204,EMP-01204,Engineering,Manager,2025-06-15,Q2 2025,5,5,5,5,5,5.0,Company culture is supportive and inclusive.
SRV-02-EMP-04653,EMP-04653,Marketing,IC2,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-03877,EMP-03877,Customer Success,IC1,2025-06-15,Q2 2025,5,4,4,4,4,4.2,Excellent mentorship opportunities within the department.
SRV-02-EMP-04862,EMP-04862,Sales,IC2,2025-06-15,Q2 2025,4,4,3,4,4,3.8,The office setup is adequate for my needs.
SRV-02-EMP-02759,EMP-02759,Engineering,IC2,2025-06-15,Q2 2025,4,5,4,3,3,3.8,Some processes could be streamlined.
SRV-02-EMP-02314,EMP-02314,Customer Success,IC1,2025-06-15,Q2 2025,3,3,3,3,4,3.2,The office setup is adequate for my needs.
SRV-02-EMP-02219,EMP-02219,Marketing,Manager,2025-06-15,Q2 2025,4,4,3,4,4,3.8,
SRV-02-EMP-00239,EMP-00239,Sales,Senior,2025-06-15,Q2 2025,4,4,4,4,5,4.2,I feel empowered to make decisions in my role.
SRV-02-EMP-01234,EMP-01234,Engineering,IC1,2025-06-15,Q2 2025,4,4,5,5,5,4.6,The new tools and processes have made my job easier.
SRV-02-EMP-03968,EMP-03968,HR,IC1,2025-06-15,Q2 2025,3,4,3,4,4,3.6,The office setup is adequate for my needs.
SRV-02-EMP-00658,EMP-00658,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,
SRV-02-EMP-04027,EMP-04027,Finance,IC2,2025-06-15,Q2 2025,4,4,3,3,4,3.6,
SRV-02-EMP-01443,EMP-01443,Product,Manager,2025-06-15,Q2 2025,4,4,5,4,4,4.2,Good opportunities for learning and development here.
SRV-02-EMP-04158,EMP-04158,Engineering,Manager,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-02268,EMP-02268,Product,Senior,2025-06-15,Q2 2025,4,4,5,4,4,4.2,Good opportunities for learning and development here.
SRV-02-EMP-01284,EMP-01284,Engineering,IC2,2025-06-15,Q2 2025,4,5,4,5,4,4.4,
SRV-02-EMP-03332,EMP-03332,Customer Success,IC2,2025-06-15,Q2 2025,4,3,4,3,4,3.6,Overall satisfied but see room for improvement.
SRV-02-EMP-02400,EMP-02400,Customer Success,IC1,2025-06-15,Q2 2025,3,3,3,3,3,3.0,The office setup is adequate for my needs.
SRV-02-EMP-01094,EMP-01094,Engineering,Senior,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Overall satisfied but see room for improvement.
SRV-02-EMP-02559,EMP-02559,HR,Senior,2025-06-15,Q2 2025,5,5,5,5,5,5.0,
SRV-02-EMP-03315,EMP-03315,Sales,IC1,2025-06-15,Q2 2025,4,5,4,3,4,4.0,Good opportunities for learning and development here.
SRV-02-EMP-01549,EMP-01549,Engineering,Senior,2025-06-15,Q2 2025,4,5,4,5,5,4.6,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-03535,EMP-03535,Marketing,IC1,2025-06-15,Q2 2025,4,5,4,4,5,4.4,I feel valued and my contributions are recognized.
SRV-02-EMP-02864,EMP-02864,Product,IC1,2025-06-15,Q2 2025,4,4,4,3,4,3.8,
SRV-02-EMP-02075,EMP-02075,Sales,IC2,2025-06-15,Q2 2025,5,5,4,5,4,4.6,Good opportunities for learning and development here.
SRV-02-EMP-03631,EMP-03631,Marketing,IC2,2025-06-15,Q2 2025,4,4,5,4,5,4.4,I feel empowered to make decisions in my role.
SRV-02-EMP-02348,EMP-02348,Product,IC1,2025-06-15,Q2 2025,4,3,3,5,4,3.8,The office setup is adequate for my needs.
SRV-02-EMP-01623,EMP-01623,HR,Manager,2025-06-15,Q2 2025,4,4,4,4,3,3.8,Workload is manageable but could be better distributed.
SRV-02-EMP-01573,EMP-01573,Product,Manager,2025-06-15,Q2 2025,4,4,4,5,4,4.2,
SRV-02-EMP-02150,EMP-02150,Sales,IC1,2025-06-15,Q2 2025,3,3,3,3,3,3.0,Things are okay. Nothing major to report.
SRV-02-EMP-01368,EMP-01368,Product,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,I feel valued and my contributions are recognized.
SRV-02-EMP-00133,EMP-00133,Sales,IC2,2025-06-15,Q2 2025,3,3,5,4,4,3.8,Things are okay. Nothing major to report.
SRV-02-EMP-04962,EMP-04962,Sales,IC1,2025-06-15,Q2 2025,4,3,3,3,3,3.2,Benefits are competitive but not exceptional.
SRV-02-EMP-01124,EMP-01124,Operations,IC2,2025-06-15,Q2 2025,4,5,3,4,4,4.0,I feel valued and my contributions are recognized.
SRV-02-EMP-02859,EMP-02859,Engineering,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,
SRV-02-EMP-04881,EMP-04881,Engineering,IC2,2025-06-15,Q2 2025,4,5,4,5,5,4.6,Good opportunities for learning and development here.
SRV-02-EMP-02179,EMP-02179,Product,IC1,2025-06-15,Q2 2025,3,3,3,4,4,3.4,Would appreciate more clarity on career progression.
SRV-02-EMP-00796,EMP-00796,Sales,IC1,2025-06-15,Q2 2025,3,3,3,4,3,3.2,Things are okay. Nothing major to report.
